,time,flowrate_set,flowrate,pressure_set,pressure
1,0.1,0.0,0.5269927978515625,0.6955975294113159,0.683007538318634
2,0.2,0.0,0.545989990234375,0.6955975294113159,0.6672700047492981
3,0.30000000000000004,0.0,0.50799560546875,0.6955975294113159,0.6420900225639343
4,0.4,0.0,0.5269927978515625,0.6955975294113159,0.7459575533866882
5,0.5,0.0,0.4984893798828125,0.6955975294113159,0.7081875205039978
6,0.6000000000000001,0.0,0.4889984130859375,0.6955975294113159,0.6609750390052795
7,0.7000000000000001,0.0,0.4794921875,0.6955975294113159,0.6578274965286255
8,0.8,0.0,0.4889984130859375,0.6955975294113159,0.7207775115966797
9,0.9,0.0,0.5175018310546875,0.6955975294113159,0.6326475143432617
10,1.0,0.0,0.4984893798828125,0.6955975294113159,0.7081875205039978
11,1.1,0.0,0.50799560546875,0.6955975294113159,0.7302200198173523
12,1.2000000000000002,0.0,0.5554962158203125,0.6955975294113159,0.6672700047492981
13,1.3,0.0,0.5175018310546875,0.6955975294113159,0.7081875205039978
14,1.4000000000000001,0.0,0.5554962158203125,0.6955975294113159,0.6735650300979614
15,1.5,0.0,0.4889984130859375,0.6955975294113159,0.7742850184440613
16,1.6,0.0,0.56500244140625,0.6955975294113159,0.6924500465393066
17,1.7000000000000002,0.0,0.5554962158203125,0.6955975294113159,0.67985999584198
18,1.8,0.0,0.545989990234375,0.6955975294113159,0.7365150451660156
19,1.9000000000000001,0.0,0.50799560546875,0.6955975294113159,0.6578274965286255
20,2.0,0.0,0.6125030517578125,0.6955975294113159,0.6483850479125977
21,2.1,0.0,0.6409912109375,0.6955975294113159,0.6578274965286255
22,2.2,0.0,0.4604949951171875,0.6955975294113159,0.6169100403785706
23,2.3000000000000003,0.0,0.50799560546875,0.6955975294113159,0.67985999584198
24,2.4000000000000004,0.0,0.545989990234375,0.6955975294113159,0.6704175472259521
25,2.5,0.0,0.545989990234375,0.6955975294113159,0.723924994468689
26,2.6,0.0,0.5554962158203125,0.6955975294113159,0.6295000314712524
27,2.7,1.0,0.5839996337890625,0.6955975294113159,0.6955975294113159
28,2.8000000000000003,1.0,0.5554962158203125,0.7207775115966797,0.7333675026893616
29,2.9000000000000004,1.0,0.45098876953125,0.8246450424194336,0.7459575533866882
30,3.0,1.0,0.4794921875,0.8057600259780884,0.7176300287246704
31,3.1,1.0,0.4889984130859375,0.9379550218582153,0.7113350033760071
32,3.2,1.0,0.545989990234375,0.7648425102233887,0.7365150451660156
33,3.3000000000000003,1.0,0.5839996337890625,0.723924994468689,0.7648425102233887
34,3.4000000000000004,1.0,0.5934906005859375,0.771137535572052,0.723924994468689
35,3.5,1.0,0.5554962158203125,1.0103474855422974,0.7081875205039978
36,3.6,1.0,0.5934906005859375,0.843529999256134,0.7742850184440613
37,3.7,1.0,0.56500244140625,0.9001850485801697,0.8875950574874878
38,3.8000000000000003,1.0,0.574493408203125,0.8907425403594971,0.8403825163841248
39,3.9000000000000004,1.0,0.5934906005859375,0.9379550218582153,0.9064800143241882
40,4.0,1.0,0.660003662109375,1.0921825170516968,0.8938900232315063
41,4.1000000000000005,1.0,0.5839996337890625,0.9316600561141968,0.7963175177574158
42,4.2,1.0,0.6504974365234375,0.9253650307655334,0.9536925554275513
43,4.3,1.0,0.5934906005859375,1.1142150163650513,0.8529725074768066
44,4.4,1.0,0.6125030517578125,1.0732975006103516,0.9599875211715698
45,4.5,1.0,0.602996826171875,1.0418225526809692,0.9001850485801697
46,4.6000000000000005,1.0,0.6219940185546875,1.0732975006103516,0.9536925554275513
47,4.7,1.0,0.6409912109375,1.1331000328063965,0.9599875211715698
48,4.800000000000001,1.0,0.6790008544921875,1.0260850191116333,1.0607075691223145
49,4.9,1.0,0.697998046875,1.1016250848770142,1.111067533493042
50,5.0,1.0,0.697998046875,1.0418225526809692,0.978872537612915
51,5.1000000000000005,1.0,0.707489013671875,1.1897550821304321,1.0764449834823608
52,5.2,1.0,0.697998046875,1.1362475156784058,1.111067533493042
53,5.300000000000001,1.0,0.8119964599609375,1.0701500177383423,1.007200002670288
54,5.4,1.0,0.7454986572265625,1.1173624992370605,1.0197900533676147
55,5.5,1.0,0.72650146484375,1.2306725978851318,1.007200002670288
56,5.6000000000000005,1.0,0.792999267578125,1.1677225828170776,1.1173624992370605
57,5.7,1.0,0.7169952392578125,1.243262529373169,1.022937536239624
58,5.800000000000001,1.0,0.7549896240234375,1.1866074800491333,1.139394998550415
59,5.9,1.0,0.792999267578125,1.1456900835037231,1.0166425704956055
60,6.0,1.0,0.7740020751953125,1.2369675636291504,1.1803125143051147
61,6.1000000000000005,1.0,0.802490234375,1.1929025650024414,1.1173624992370605
62,6.2,1.0,0.802490234375,1.1866074800491333,1.1897550821304321
63,6.300000000000001,1.0,0.8690032958984375,1.1205099821090698,1.1236575841903687
64,6.4,1.0,0.792999267578125,1.2999175786972046,1.227524995803833
65,6.5,1.0,0.8404998779296875,1.2054924964904785,1.27788507938385
66,6.6000000000000005,1.0,0.8594970703125,1.2527050971984863,1.0701500177383423
67,6.7,1.0,0.7834930419921875,1.0921825170516968,1.19919753074646
68,6.800000000000001,1.0,0.8499908447265625,1.1425424814224243,1.2841800451278687
69,6.9,1.0,0.8119964599609375,1.3125075101852417,1.2527050971984863
70,7.0,1.0,0.8499908447265625,1.2495574951171875,1.1425424814224243
71,7.1000000000000005,1.0,0.8784942626953125,1.2527050971984863,1.155132532119751
72,7.2,1.0,0.9449920654296875,1.1645749807357788,1.1740175485610962
73,7.300000000000001,1.0,0.8594970703125,1.315654993057251,1.2212300300598145
74,7.4,1.0,0.91650390625,1.1614274978637695,1.243262529373169
75,7.5,1.0,0.88800048828125,1.2527050971984863,1.1771650314331055
76,7.6000000000000005,1.0,0.8784942626953125,1.321950078010559,1.095329999923706
77,7.7,1.0,0.8690032958984375,1.3250975608825684,1.1740175485610962
78,7.800000000000001,1.0,0.91650390625,1.2464100122451782,1.1897550821304321
79,7.9,1.0,0.925994873046875,1.1866074800491333,1.2401150465011597
80,8.0,1.0,0.8594970703125,1.4069325923919678,1.2338200807571411
81,8.1,1.0,0.8784942626953125,1.1771650314331055,1.2086400985717773
82,8.200000000000001,1.0,0.9449920654296875,1.2810325622558594,1.2401150465011597
83,8.3,1.0,0.9734954833984375,1.2495574951171875,1.1803125143051147
84,8.4,1.0,0.925994873046875,1.315654993057251,1.2810325622558594
85,8.5,1.0,0.954498291015625,1.3030650615692139,1.2212300300598145
86,8.6,1.0,0.954498291015625,1.2558525800704956,1.2086400985717773
87,8.700000000000001,1.0,0.897491455078125,1.3786050081253052,1.139394998550415
88,8.8,1.0,0.954498291015625,1.2527050971984863,1.2841800451278687
89,8.9,1.0,0.91650390625,1.3943425416946411,1.243262529373169
90,9.0,1.0,0.9734954833984375,1.454145073890686,1.1645749807357788
91,9.1,1.0,0.9734954833984375,1.2243775129318237,1.1803125143051147
92,9.200000000000001,1.0,0.954498291015625,1.2684425115585327,1.2967700958251953
93,9.3,1.0,0.99249267578125,1.19919753074646,1.2936224937438965
94,9.4,1.0,0.9734954833984375,1.2904750108718872,1.227524995803833
95,9.5,1.0,0.91650390625,1.3439825773239136,1.3125075101852417
96,9.600000000000001,1.0,0.9069976806640625,1.2527050971984863,1.27788507938385
97,9.700000000000001,1.0,1.0019989013671875,1.2810325622558594,1.1488375663757324
98,9.8,1.0,0.91650390625,1.2527050971984863,1.2904750108718872
99,9.9,1.0,0.925994873046875,1.4289650917053223,1.2684425115585327
100,10.0,1.0,0.925994873046875,1.4195225238800049,1.2086400985717773
101,10.100000000000001,1.0,0.99249267578125,1.2967700958251953,1.2810325622558594
102,10.200000000000001,1.0,0.9734954833984375,1.2684425115585327,1.3376874923706055
103,10.3,1.0,0.983001708984375,1.2936224937438965,1.2590000629425049
104,10.4,1.0,0.9734954833984375,1.2904750108718872,1.271589994430542
105,10.5,1.0,1.02099609375,1.2369675636291504,1.1897550821304321
106,10.600000000000001,1.0,1.0019989013671875,1.3062125444412231,1.3250975608825684
107,10.700000000000001,1.0,1.02099609375,1.2621475458145142,1.227524995803833
108,10.8,1.0,1.1064910888671875,1.3817524909973145,1.227524995803833
109,10.9,1.0,1.0019989013671875,1.271589994430542,1.2967700958251953
110,11.0,1.0,1.0305023193359375,1.2086400985717773,1.27788507938385
111,11.100000000000001,1.0,1.02099609375,1.27788507938385,1.2967700958251953
112,11.200000000000001,1.0,1.115997314453125,1.4604400396347046,1.227524995803833
113,11.3,1.0,1.0114898681640625,1.3502775430679321,1.227524995803833
