,time,flowrate_set,flowrate,pressure_set,pressure
1,0.1,0,0,0,0
2,0.2,0,0,0,0
3,0.3,0,0,0,0
4,0.4,0,0,0,0
5,0.5,0,0,0,0
6,0.6,0,0,0,0
7,0.7,0,0,0,0
8,0.8,0,0,0,0
9,0.9,0,0,0,0
10,1,0,0,0,0
11,1.1,0,0,0,0
12,1.2,0,0,0,0
13,1.3,0,0,0,0
14,1.4,0,0,0,0
15,1.5,0,0,0,0
16,1.6,0,0,0,0
17,1.7,0,0,0,0
18,1.8,0,0,0,0
19,1.9,0,0,0,0
20,2,0,0,0,0
21,2.1,0,0,0,0
22,2.2,0,0,0,0
23,2.3,0,0,0,0
24,2.4,0,0,0,0
25,2.5,0,0,0,0
26,2.6,0,0,0,0
27,2.7,3,0,1.25585258,0
28,2.8,3,0,1.816107512,0.214030012
29,2.9,3,0,2.376362562,2.156037569
30,3,3,0.004501343,2.735177517,2.794980049
31,3.1,3,0.289489746,3.084550142,3.043632507
32,3.2,3,0.488998413,3.131762505,3.446512699
33,3.3,3,0.802490234,3.210450172,3.380415201
34,3.4,3,1.001998901,3.427627563,3.3332026
35,3.5,3,1.20149231,3.729787588,3.528347731
36,3.6,3,1.353500366,3.984735012,3.965850115
37,3.7,3,1.571990967,4.101192474,3.975292683
38,3.8,3,1.771499634,3.99417758,4.211355209
39,3.9,3,1.970993042,4.110635281,4.135815144
40,4,3,2.198989868,4.031947613,4.164142609
41,4.1,3,2.293991089,4.220797539,4.098045349
42,4.2,3,2.38899231,4.305779934,4.113782406
43,4.3,3,2.493499756,4.359287739,4.066570282
44,4.4,3,2.645492554,4.183027744,4.157847404
45,4.5,3,2.778503418,4.041389942,4.236535072
46,4.6,3,2.79750061,4.157847404,4.17673254
47,4.7,3,2.92098999,4.031947613,4.230240345
48,4.8,3,2.977996826,3.997325182,4.094897747
49,4.9,3,2.987503052,4.003620148,4.088602543
50,5,3,3.006500244,4.05398035,4.022505283
51,5.1,3,3.035003662,4.057127476,3.884015083
52,5.2,3,3.006500244,4.126372814,3.839950085
53,5.3,3,3.035003662,4.057127476,3.91549015
54,5.4,3,3.072998047,3.899752617,3.899752617
55,5.5,3,3.082489014,3.940670013,3.85883522
56,5.6,3,3.091995239,4.028800011,3.861982584
57,5.7,3,3.177490234,3.918637514,3.918637514
58,5.8,3,3.158493042,3.714050055,3.890310049
59,5.9,3,3.18699646,3.75496769,3.871425152
60,6,3,3.13949585,3.978440046,3.821065187
61,6.1,3,3.13949585,3.86827755,3.679427624
62,6.2,3,3.149002075,3.638510227,3.487430096
63,6.3,3,3.091995239,3.786442518,3.534642696
64,6.4,3,3.063491821,3.906047583,3.676280022
65,6.5,3,3.072998047,3.814770222,3.585002661
66,6.6,3,3.101501465,3.610182524,3.701460123
67,6.7,3,3.054000854,3.770705223,3.619625092
68,6.8,3,3.167999268,3.4244802,3.821065187
69,6.9,3,3.025497437,3.861982584,3.616477728
70,7,3,3.110992432,3.619625092,3.638510227
71,7.1,3,3.072998047,3.685722589,3.562970161
72,7.2,3,3.072998047,3.817917585,3.53779006
73,7.3,3,2.996994019,3.795885086,3.559822559
74,7.4,3,3.025497437,3.792737722,3.562970161
75,7.5,3,3.044494629,3.534642696,3.53779006
76,7.6,3,3.015991211,3.704607725,3.515757561
77,7.7,3,3.072998047,3.767557621,3.48113513
78,7.8,3,3.091995239,3.613330126,3.443365097
79,7.9,3,3.082489014,3.515757561,3.446512699
80,8,3,3.025497437,3.682575226,3.522052526
81,8.1,3,3.044494629,3.53779006,3.509462595
82,8.2,3,3.006500244,3.770705223,3.553527594
83,8.3,3,2.996994019,3.710902691,3.613330126
84,8.4,3,2.949493408,3.852540016,3.613330126
85,8.5,3,3.015991211,3.657395124,3.585002661
86,8.6,3,2.968490601,3.745525122,3.484282494
87,8.7,3,2.996994019,3.704607725,3.4244802
88,8.8,3,2.968490601,3.600740194,3.562970161
89,8.9,3,2.968490601,3.73293519,3.500020027
90,9,3,3.035003662,3.556675196,3.522052526
91,9.1,3,3.054000854,3.4244802,3.512610197
92,9.2,3,2.977996826,3.594445229,3.515757561
93,9.3,3,2.977996826,3.66369009,3.651100159
94,9.4,3,2.977996826,3.673132658,3.55038023
95,9.5,3,3.006500244,3.777000189,3.610182524
96,9.6,3,3.006500244,3.55038023,3.575560093
97,9.7,3,3.025497437,3.503167629,3.528347731
98,9.8,3,2.987503052,3.736082554,3.547232628
99,9.9,3,2.996994019,3.515757561,3.578707695
100,10,3,3.015991211,3.575560093,3.471692562
101,10.1,3,3.015991211,3.559822559,3.534642696
102,10.2,3,3.015991211,3.622772694,3.522052526
103,10.3,3,3.044494629,3.528347731,3.474840164
104,10.4,3,3.006500244,3.676280022,3.512610197
105,10.5,3,2.987503052,3.647952557,3.559822559
106,10.6,3,2.987503052,3.669985056,3.575560093
107,10.7,3,2.940002441,3.55038023,3.613330126
108,10.8,3,2.996994019,3.597592592,3.474840164
109,10.9,3,2.968490601,3.78959012,3.572412729
110,11,3,2.968490601,3.736082554,3.493725061
111,11.1,3,3.015991211,3.613330126,3.588150024
112,11.2,3,2.996994019,3.547232628,3.562970161
113,11.3,3,3.006500244,3.717197657,3.600740194
114,11.4,3,2.949493408,3.651100159,3.613330126
115,11.5,3,3.025497437,3.613330126,3.616477728
116,11.6,3,2.977996826,3.676280022,3.669985056
117,11.7,3,3.025497437,3.562970161,3.625920057
118,11.8,3,3.015991211,3.714050055,3.500020027
119,11.9,3,2.996994019,3.647952557,3.525200129
120,12,3,3.082489014,3.717197657,3.578707695
121,12.1,3,3.082489014,3.383562565,3.625920057
122,12.2,3,2.977996826,3.701460123,3.641657591
123,12.3,3,3.054000854,3.581855059,3.418184996
124,12.4,3,3.006500244,3.679427624,3.48113513
125,12.5,3,2.987503052,3.676280022,3.48113513
126,12.6,3,3.015991211,3.500020027,3.449660063
127,12.7,3,2.958999634,3.767557621,3.496872663
128,12.8,3,2.940002441,3.676280022,3.610182524
129,12.9,3,3.006500244,3.566117525,3.522052526
130,13,3,3.025497437,3.723492622,3.449660063
131,13.1,3,3.035003662,3.81162262,3.415037632
132,13.2,3,2.977996826,3.707755089,3.559822559
133,13.3,3,2.977996826,3.41189003,3.528347731
134,13.4,3,3.025497437,3.764410019,3.597592592
135,13.5,3,2.949493408,3.773852587,3.471692562
136,13.6,3,3.025497437,3.544085026,3.493725061
137,13.7,3,2.996994019,3.603887558,3.591297626
138,13.8,3,2.977996826,3.654247522,3.585002661
139,13.9,3,2.977996826,3.660542727,3.585002661
140,14,3,2.968490601,3.654247522,3.641657591
141,14.1,3,2.958999634,3.685722589,3.575560093
142,14.2,3,2.996994019,3.638510227,3.632215023
143,14.3,3,3.006500244,3.531495094,3.610182524
144,14.4,3,3.063491821,3.415037632,3.578707695
145,14.5,3,2.958999634,3.707755089,3.591297626
146,14.6,3,3.015991211,3.610182524,3.600740194
147,14.7,3,3.006500244,3.610182524,3.578707695
148,14.8,3,2.996994019,3.629067659,3.644805193
149,14.9,3,3.015991211,3.629067659,3.468545198
150,15,3,2.958999634,3.729787588,3.588150024
151,15.1,3,2.996994019,3.578707695,3.625920057
152,15.2,3,3.035003662,3.660542727,3.638510227
153,15.3,3,2.977996826,3.629067659,3.616477728
154,15.4,3,3.006500244,3.619625092,3.566117525
155,15.5,3,3.025497437,3.597592592,3.468545198
156,15.6,3,2.911499023,3.86827755,3.629067659
157,15.7,3,2.996994019,3.666837692,3.559822559
158,15.8,3,2.996994019,3.597592592,3.629067659
159,15.9,3,3.025497437,3.544085026,3.613330126
160,16,3,3.015991211,3.839950085,3.600740194
161,16.1,3,2.987503052,3.73293519,3.547232628
162,16.2,3,3.006500244,3.710902691,3.525200129
163,16.3,3,3.063491821,3.509462595,3.600740194
164,16.4,3,3.015991211,3.692017555,3.522052526
165,16.5,3,3.054000854,3.518905163,3.534642696
166,16.6,3,3.054000854,3.418184996,3.449660063
167,16.7,3,2.987503052,3.74237752,3.471692562
168,16.8,3,3.006500244,3.60703516,3.370972633
169,16.9,3,3.006500244,3.654247522,3.402447701
170,17,3,3.025497437,3.600740194,3.651100159
171,17.1,3,3.054000854,3.490577698,3.682575226
172,17.2,3,2.977996826,3.751820087,3.515757561
173,17.3,3,2.987503052,3.578707695,3.487430096
174,17.4,3,3.015991211,3.701460123,3.433922529
175,17.5,3,3.035003662,3.758115053,3.528347731
176,17.6,3,2.996994019,3.773852587,3.625920057
177,17.7,3,2.987503052,3.635362625,3.632215023
178,17.8,3,2.996994019,3.688870192,3.528347731
179,17.9,3,2.92098999,3.808475018,3.603887558
180,18,3,3.025497437,3.53779006,3.603887558
181,18.1,3,3.025497437,3.55038023,3.588150024
182,18.2,3,3.015991211,3.588150024,3.48113513
183,18.3,3,2.987503052,3.676280022,3.578707695
184,18.4,3,3.025497437,3.60703516,3.528347731
185,18.5,3,2.987503052,3.676280022,3.591297626
186,18.6,3,2.968490601,3.673132658,3.638510227
187,18.7,3,3.015991211,3.603887558,3.528347731
188,18.8,3,2.996994019,3.641657591,3.591297626
189,18.9,3,3.006500244,3.616477728,3.421332598
190,19,3,2.977996826,3.647952557,3.566117525
191,19.1,3,2.996994019,3.632215023,3.566117525
192,19.2,3,2.940002441,3.751820087,3.528347731
193,19.3,3,2.949493408,3.717197657,3.515757561
194,19.4,3,3.015991211,3.575560093,3.651100159
195,19.5,3,2.968490601,3.814770222,3.632215023
196,19.6,3,3.025497437,3.515757561,3.588150024
197,19.7,3,3.015991211,3.515757561,3.625920057
198,19.8,3,2.996994019,3.405595064,3.55038023
199,19.9,3,3.006500244,3.619625092,3.528347731
200,20,3,2.977996826,3.74237752,3.704607725
201,20.1,3,3.063491821,3.528347731,3.474840164
202,20.2,3,2.996994019,3.603887558,3.616477728
203,20.3,3,2.958999634,3.75496769,3.603887558
204,20.4,3,3.025497437,3.465397596,3.638510227
205,20.5,3,2.987503052,3.632215023,3.547232628
206,20.6,3,3.025497437,3.487430096,3.534642696
207,20.7,3,2.987503052,3.688870192,3.559822559
208,20.8,3,3.015991211,3.534642696,3.585002661
209,20.9,3,3.072998047,3.836802721,3.547232628
210,21,3,3.044494629,3.518905163,3.437070131
211,21.1,3,3.006500244,3.518905163,3.666837692
212,21.2,3,2.968490601,3.701460123,3.540937662
213,21.3,3,2.977996826,3.657395124,3.597592592
214,21.4,3,2.977996826,3.610182524,3.522052526
215,21.5,3,3.035003662,3.591297626,3.53779006
216,21.6,3,2.949493408,3.647952557,3.553527594
217,21.7,3,3.025497437,3.509462595,3.578707695
218,21.8,3,3.035003662,3.669985056,3.496872663
219,21.9,3,2.996994019,3.647952557,3.597592592
220,22,3,2.996994019,3.585002661,3.55038023
221,22.1,3,2.911499023,3.928080082,3.55038023
222,22.2,3,2.996994019,3.714050055,3.566117525
223,22.3,3,3.006500244,3.540937662,3.484282494
224,22.4,3,2.911499023,3.814770222,3.603887558
225,22.5,3,3.006500244,3.600740194,3.575560093
