Time [s],Channel 0
0.000000000,0
0.021307698,1
0.046320920,0
1.021223862,1
1.046237134,0
2.021140020,1
2.046153270,0
3.021056156,1
3.046069396,0
4.020972206,1
4.045985508,0
5.020888252,1
5.045901502,0
6.020804246,1
6.045817484,0
7.020720194,1
7.045733432,0
8.020636096,1
8.045649354,0
9.020551918,1
9.045565192,0
10.020467738,1
10.045480948,0
10.368319488,0
