Time [s],Channel 0
0.000000000,0
1.270500342,1
1.280534378,0
3.271060524,1
3.281094554,0
5.271620510,1
5.281654542,0
7.272180302,1
7.282214342,0
9.272739924,1
9.282773950,0
11.273299394,1
11.283333370,0
13.273858778,1
13.283892780,0
14.495514624,0
