Time [s],Channel 0
0.000000000,0
1.014113784,1
1.051616134,0
2.513715050,1
2.551217372,0
4.013316210,1
4.050818512,0
5.512917272,1
5.550419604,0
7.012518268,1
7.050020576,0
8.512119132,1
8.549621446,0
10.011719910,1
10.049222240,0
11.072962560,0
