Time [s],Channel 0
0.000000000,0
0.311597234,1
0.331613332,0
2.312157454,1
2.332173508,0
4.312717570,1
4.332733650,0
6.313277506,1
6.333293550,0
8.313837298,1
8.333853366,0
10.314396894,1
10.334412960,0
11.173625856,0
