Time [s],Channel 0
0.000000000,0
0.057435508,1
0.063470598,0
2.057995512,1
2.064030656,0
4.058555432,1
4.064590514,0
6.059115180,1
6.065150304,0
8.059674750,1
8.065709876,0
10.060234202,1
10.066269302,0
12.060793480,1
12.066828582,0
13.857980416,0
