Time [s],Channel 0
0.000000000,0
0.560699048,1
0.660764690,0
2.561258596,1
2.661324188,0
4.561818056,1
4.661883626,0
6.562377282,1
6.662442838,0
8.562936320,1
8.663001878,0
10.563495200,1
10.663560792,0
11.179725942,0
