,time,flowrate_set,flowrate,pressure_set,pressure
1,0.1,0,0,0,0
2,0.2,0,0,0,0
3,0.3,0,0,0,0
4,0.4,0,0,0,0
5,0.5,0,0,0,0
6,0.6,0,0,0,0
7,0.7,0,0,0,0
8,0.8,0,0,0,0
9,0.9,0,0,0,0
10,1,0,0,0,0
11,1.1,0,0,0,0
12,1.2,0,0,0,0
13,1.3,0,0,0,0
14,1.4,0,0,0,0
15,1.5,0,0,0,0
16,1.6,0,0,0,0
17,1.7,0,0,0,0
18,1.8,0,0,0,0
19,1.9,0,0,0,0
20,2,0,0,0,0
21,2.1,0,0,0,0
22,2.2,0,0,0,0
23,2.3,0,0,0,0
24,2.4,0,0,0,0
25,2.5,0,0,0,0
26,2.6,0,0,0,0
27,2.7,0,0,0,0
28,2.8,0,0,0,0
29,2.9,0,0,0,0
30,3,0,0,0,0
31,3.1,0,0,0,0
32,3.2,0,0,0,0
33,3.3,0,0,0,0
34,3.4,1.5,0,0.975725055,0
35,3.5,1.5,0,1.25585258,0
36,3.6,1.5,0,1.532832503,1.268442512
37,3.7,1.5,0,1.598930001,1.683912516
38,3.8,1.5,0.156494141,1.7122401,1.964040041
39,3.9,1.5,0.289489746,1.866467595,1.970335007
40,4,1.5,0.356002808,2.030137539,2.00810504
41,4.1,1.5,0.54598999,1.98607254,1.869615078
42,4.2,1.5,0.612503052,2.344887495,2.102530003
43,4.3,1.5,0.726501465,2.436165094,2.001810074
44,4.4,1.5,0.783493042,2.241019964,2.234724998
45,4.5,1.5,0.888000488,2.294527531,2.2599051
46,4.6,1.5,0.963989258,2.379510164,2.426722527
47,4.7,1.5,1.07800293,2.237872601,2.414132595
48,4.8,1.5,1.172988892,2.401542664,2.2599051
49,4.9,1.5,1.24899292,2.272495031,2.156037569
50,5,1.5,1.258499146,2.332297564,2.429870129
51,5.1,1.5,1.362991333,2.263052464,2.376362562
52,5.2,1.5,1.353500366,2.508557558,2.178070068
53,5.3,1.5,1.448501587,2.241019964,2.165480137
54,5.4,1.5,1.51499939,2.061612606,2.196954966
55,5.5,1.5,1.429489136,2.363772631,2.18121767
56,5.6,1.5,1.476989746,2.121415138,2.171775103
57,5.7,1.5,1.524490356,2.196954966,2.225282669
58,5.8,1.5,1.51499939,2.329149961,2.156037569
59,5.9,1.5,1.552993774,2.184365034,2.168627501
60,6,1.5,1.619491577,2.360625029,2.143447638
61,6.1,1.5,1.581497192,2.168627501,2.074202538
62,6.2,1.5,1.581497192,2.108824968,2.165480137
63,6.3,1.5,1.496002197,2.281937599,2.143447638
64,6.4,1.5,1.524490356,2.266200066,2.061612606
65,6.5,1.5,1.61000061,2.152889967,2.074202538
66,6.6,1.5,1.619491577,1.964040041,2.052170038
67,6.7,1.5,1.543502808,2.184365034,2.052170038
68,6.8,1.5,1.61000061,1.857025027,2.156037569
69,6.9,1.5,1.5625,2.178070068,2.049022675
70,7,1.5,1.591003418,2.105677605,1.995515108
71,7.1,1.5,1.619491577,2.026990175,2.039580107
72,7.2,1.5,1.571990967,2.05531764,1.948302507
73,7.3,1.5,1.552993774,2.06475997,1.960892558
74,7.4,1.5,1.51499939,2.174922466,1.92941761
75,7.5,1.5,1.524490356,2.174922466,1.879057527
76,7.6,1.5,1.524490356,2.099382639,1.935712576
77,7.7,1.5,1.591003418,1.964040041,1.998662591
78,7.8,1.5,1.505493164,1.982925057,1.998662591
79,7.9,1.5,1.496002197,2.168627501,1.995515108
80,8,1.5,1.591003418,1.857025027,2.102530003
81,8.1,1.5,1.552993774,1.998662591,2.00810504
82,8.2,1.5,1.51499939,2.105677605,1.825550079
83,8.3,1.5,1.524490356,2.014400005,1.948302507
84,8.4,1.5,1.552993774,1.960892558,1.998662591
85,8.5,1.5,1.543502808,1.897942543,1.964040041
86,8.6,1.5,1.524490356,2.058465004,1.853877544
87,8.7,1.5,1.51499939,2.093087673,1.98607254
88,8.8,1.5,1.5625,1.976630092,1.948302507
89,8.9,1.5,1.552993774,1.92941761,2.020694971
90,9,1.5,1.543502808,2.00810504,1.89479506
91,9.1,1.5,1.581497192,1.831845045,1.866467595
92,9.2,1.5,1.5625,2.083645105,1.989220023
93,9.3,1.5,1.51499939,1.844435096,1.683912516
94,9.4,1.5,1.51499939,1.816107512,1.872762561
95,9.5,1.5,1.524490356,2.083645105,1.970335007
96,9.6,1.5,1.543502808,2.140300035,1.882205009
97,9.7,1.5,1.476989746,1.945155025,1.960892558
98,9.8,1.5,1.486495972,2.001810074,1.970335007
99,9.9,1.5,1.438995361,1.989220023,1.879057527
100,10,1.5,1.476989746,2.026990175,1.923122525
101,10.1,1.5,1.524490356,2.049022675,2.033285141
102,10.2,1.5,1.486495972,2.001810074,1.92941761
103,10.3,1.5,1.505493164,2.033285141,1.935712576
104,10.4,1.5,1.467498779,2.004957676,1.970335007
105,10.5,1.5,1.505493164,1.948302507,1.919975042
106,10.6,1.5,1.505493164,2.099382639,1.86017251
107,10.7,1.5,1.524490356,2.026990175,1.976630092
108,10.8,1.5,1.476989746,2.067907572,1.907385111
109,10.9,1.5,1.476989746,2.052170038,1.897942543
110,11,1.5,1.476989746,2.036432505,1.86017251
111,11.1,1.5,1.524490356,1.89479506,1.932565093
112,11.2,1.5,1.429489136,2.178070068,1.737420082
113,11.3,1.5,1.429489136,2.058465004,1.945155025
114,11.4,1.5,1.496002197,1.938860059,1.989220023
115,11.5,1.5,1.524490356,1.916827559,1.891647577
116,11.6,1.5,1.524490356,1.866467595,1.89479506
117,11.7,1.5,1.496002197,1.92941761,2.00810504
118,11.8,1.5,1.543502808,1.850730062,2.105677605
119,11.9,1.5,1.505493164,1.901090026,2.033285141
120,12,1.5,1.600494385,1.7122401,2.06475997
121,12.1,1.5,1.5625,1.935712576,1.910532594
122,12.2,1.5,1.524490356,1.787780046,1.935712576
123,12.3,1.5,1.496002197,2.026990175,2.001810074
124,12.4,1.5,1.524490356,1.913680077,1.957745075
125,12.5,1.5,1.505493164,1.992367506,1.904237509
126,12.6,1.5,1.505493164,2.020694971,1.970335007
127,12.7,1.5,1.524490356,1.885352612,1.935712576
128,12.8,1.5,1.543502808,1.907385111,1.617815018
129,12.9,1.5,1.467498779,2.074202538,1.995515108
130,13,1.5,1.496002197,1.822402596,1.907385111
131,13.1,1.5,1.467498779,1.960892558,1.935712576
132,13.2,1.5,1.552993774,2.187512636,1.973482609
133,13.3,1.5,1.476989746,1.967187524,1.989220023
134,13.4,1.5,1.505493164,1.850730062,1.872762561
135,13.5,1.5,1.457992554,2.045875072,1.942007542
136,13.6,1.5,1.476989746,2.001810074,1.973482609
137,13.7,1.5,1.410491943,1.866467595,2.011252642
138,13.8,1.5,1.524490356,1.888500094,1.935712576
139,13.9,1.5,1.496002197,1.976630092,1.973482609
140,14,1.5,1.51499939,1.92941761,1.948302507
141,14.1,1.5,1.448501587,2.137152672,2.04272747
142,14.2,1.5,1.543502808,1.967187524,1.942007542
143,14.3,1.5,1.543502808,1.916827559,1.970335007
144,14.4,1.5,1.552993774,1.935712576,1.98607254
145,14.5,1.5,1.552993774,2.026990175,1.919975042
146,14.6,1.5,1.524490356,1.885352612,1.973482609
147,14.7,1.5,1.524490356,1.982925057,1.960892558
148,14.8,1.5,1.467498779,2.014400005,1.916827559
149,14.9,1.5,1.438995361,2.108824968,1.976630092
150,15,1.5,1.486495972,1.957745075,1.945155025
151,15.1,1.5,1.476989746,1.935712576,1.932565093
152,15.2,1.5,1.496002197,1.919975042,2.001810074
153,15.3,1.5,1.457992554,2.165480137,2.067907572
154,15.4,1.5,1.505493164,2.004957676,1.942007542
155,15.5,1.5,1.496002197,1.982925057,1.89479506
156,15.6,1.5,1.496002197,1.964040041,2.00810504
157,15.7,1.5,1.448501587,1.979777575,1.989220023
158,15.8,1.5,1.486495972,1.919975042,1.935712576
159,15.9,1.5,1.476989746,1.98607254,1.960892558
160,16,1.5,1.448501587,2.06475997,1.989220023
161,16.1,1.5,1.457992554,2.159185171,1.957745075
162,16.2,1.5,1.51499939,1.979777575,1.916827559
163,16.3,1.5,1.476989746,2.143447638,1.89479506
164,16.4,1.5,1.51499939,2.04272747,1.92941761
165,16.5,1.5,1.543502808,1.913680077,1.951450109
166,16.6,1.5,1.543502808,1.879057527,1.932565093
167,16.7,1.5,1.591003418,1.841287613,1.960892558
168,16.8,1.5,1.524490356,2.020694971,1.932565093
169,16.9,1.5,1.467498779,2.05531764,1.935712576
170,17,1.5,1.467498779,2.058465004,2.052170038
171,17.1,1.5,1.448501587,1.727977514,1.935712576
172,17.2,1.5,1.476989746,1.794075012,1.998662591
173,17.3,1.5,1.476989746,1.919975042,1.98607254
174,17.4,1.5,1.467498779,2.086792469,1.853877544
175,17.5,1.5,1.505493164,2.099382639,1.910532594
176,17.6,1.5,1.543502808,1.841287613,1.948302507
177,17.7,1.5,1.467498779,2.052170038,1.844435096
178,17.8,1.5,1.467498779,2.086792469,2.011252642
179,17.9,1.5,1.505493164,1.891647577,1.932565093
180,18,1.5,1.438995361,2.156037569,2.036432505
181,18.1,1.5,1.486495972,2.026990175,1.964040041
182,18.2,1.5,1.467498779,2.00810504,1.916827559
183,18.3,1.5,1.401000977,2.143447638,2.011252642
184,18.4,1.5,1.429489136,2.178070068,1.98607254
185,18.5,1.5,1.476989746,2.011252642,1.942007542
186,18.6,1.5,1.467498779,2.108824968,1.989220023
187,18.7,1.5,1.457992554,2.149742603,1.948302507
188,18.8,1.5,1.476989746,2.083645105,1.850730062
189,18.9,1.5,1.505493164,1.897942543,2.011252642
190,19,1.5,1.51499939,2.030137539,1.957745075
191,19.1,1.5,1.51499939,2.00810504,2.014400005
192,19.2,1.5,1.552993774,1.951450109,1.932565093
193,19.3,1.5,1.5625,1.92941761,1.98607254
194,19.4,1.5,1.51499939,2.124562502,1.885352612
195,19.5,1.5,1.524490356,1.992367506,1.853877544
196,19.6,1.5,1.5625,1.759452581,1.98607254
197,19.7,1.5,1.524490356,2.001810074,1.945155025
198,19.8,1.5,1.524490356,1.982925057,1.98607254
199,19.9,1.5,1.543502808,1.926270008,1.923122525
200,20,1.5,1.543502808,1.982925057,1.989220023
201,20.1,1.5,1.524490356,1.964040041,1.976630092
202,20.2,1.5,1.51499939,2.061612606,1.709092498
203,20.3,1.5,1.581497192,1.875910044,1.746862531
204,20.4,1.5,1.496002197,1.822402596,1.960892558
205,20.5,1.5,1.448501587,2.033285141,1.995515108
206,20.6,1.5,1.448501587,2.04272747,1.935712576
207,20.7,1.5,1.496002197,1.935712576,1.998662591
208,20.8,1.5,1.448501587,2.033285141,1.951450109
209,20.9,1.5,1.496002197,1.866467595,1.897942543
210,21,1.5,1.410491943,2.071055174,1.945155025
211,21.1,1.5,1.524490356,1.809812546,1.92941761
212,21.2,1.5,1.524490356,1.734272599,2.00810504
213,21.3,1.5,1.496002197,1.765747547,1.964040041
214,21.4,1.5,1.496002197,2.089940071,1.897942543
215,21.5,1.5,1.51499939,1.989220023,1.973482609
